i,s,t,capacity
Machine 4,43,2026,3952.0
Machine 4,43,2027,3912.0
Machine 4,43,2028,3936.0
Machine 4,43,2029,3936.0
Machine 4,43,2030,3936.0
Machine 4,43,2031,3936.0
Machine 4,43,2032,3936.0
Machine 5,43,2025,5131.0
Machine 5,43,2026,4604.0
Machine 5,43,2027,4032.0
Machine 5,43,2028,4032.0
Machine 5,43,2029,4032.0
Machine 5,43,2030,4032.0
Machine 5,43,2031,4032.0
Machine 5,43,2032,4032.0
Machine 1,44,2025,8520.0
Machine 1,44,2026,8520.0
Machine 1,44,2027,8520.0
Machine 1,44,2028,8520.0
Machine 1,44,2029,8520.0
Machine 1,44,2030,8520.0
Machine 1,44,2031,8520.0
Machine 1,44,2032,8520.0
Machine 2,44,2025,8520.0
Machine 2,44,2026,8520.0
Machine 2,44,2027,8483.0
Machine 2,44,2028,8507.0
Machine 2,44,2029,8483.0
Machine 2,44,2030,8483.0
Machine 2,44,2031,8483.0
Machine 2,44,2032,8507.0
Machine 3,44,2025,8520.0
Machine 3,44,2026,8520.0
Machine 3,44,2027,8483.0
Machine 3,44,2028,8507.0
Machine 3,44,2029,6509.0
Machine 3,44,2030,6509.0
Machine 3,44,2031,6509.0
Machine 3,44,2032,6509.0
Machine 4,44,2025,4852.0
Machine 4,44,2026,3952.0
Machine 4,44,2027,3912.0
Machine 4,44,2028,3936.0
Machine 4,44,2029,3936.0
Machine 4,44,2030,3936.0
Machine 4,44,2031,3936.0
Machine 4,44,2032,3936.0
Machine 5,44,2025,5131.0
Machine 5,44,2026,4604.0
Machine 5,44,2027,4032.0
Machine 5,44,2028,4032.0
Machine 5,44,2029,4032.0
Machine 5,44,2030,4032.0
Machine 5,44,2031,4032.0
Machine 5,44,2032,4032.0
Machine 1,45,2025,8520.0
Machine 1,45,2026,8520.0
Machine 1,45,2027,8520.0
Machine 1,45,2028,8520.0
Machine 1,45,2029,8520.0
Machine 1,45,2030,8520.0
Machine 1,45,2031,8520.0
Machine 1,45,2032,8520.0
Machine 2,45,2025,8520.0
Machine 2,45,2026,8520.0
Machine 2,45,2027,8483.0
Machine 2,45,2028,8507.0
Machine 2,45,2029,8483.0
Machine 2,45,2030,8483.0
Machine 2,45,2031,8483.0
Machine 2,45,2032,8507.0
Machine 3,45,2025,8520.0
Machine 3,45,2026,8520.0
Machine 3,45,2027,8483.0
Machine 3,45,2028,8507.0
Machine 3,45,2029,6509.0
Machine 3,45,2030,6509.0
Machine 3,45,2031,6509.0
Machine 3,45,2032,6509.0
Machine 4,45,2025,4852.0
Machine 4,45,2026,3952.0
Machine 4,45,2027,3912.0
Machine 4,45,2028,3936.0
Machine 4,45,2029,3936.0
Machine 4,45,2030,3936.0
Machine 4,45,2031,3936.0
Machine 4,45,2032,3936.0
Machine 5,45,2025,5131.0
Machine 5,45,2026,4604.0
Machine 5,45,2027,4032.0
Machine 5,45,2028,4032.0
Machine 5,45,2029,4032.0
Machine 5,45,2030,4032.0
Machine 5,45,2031,4032.0
Machine 5,45,2032,4032.0
Machine 1,46,2025,8520.0
Machine 1,46,2026,8520.0
Machine 1,46,2027,8520.0
Machine 1,46,2028,8520.0
Machine 1,46,2029,8520.0
Machine 1,46,2030,8520.0
Machine 1,46,2031,8520.0
Machine 1,46,2032,8520.0
Machine 2,46,2025,8520.0
Machine 2,46,2026,8520.0
Machine 2,46,2027,8483.0
Machine 2,46,2028,8507.0
Machine 2,46,2029,8483.0
Machine 2,46,2030,8483.0
Machine 2,46,2031,8483.0
Machine 2,46,2032,8507.0
Machine 3,46,2025,8520.0
Machine 3,46,2026,8520.0
Machine 3,46,2027,8483.0
Machine 3,46,2028,8507.0
Machine 3,46,2029,6509.0
Machine 3,46,2030,6509.0
Machine 3,46,2031,6509.0
Machine 3,46,2032,6509.0
Machine 4,46,2025,4852.0
Machine 4,46,2026,3952.0
Machine 4,46,2027,3912.0
Machine 4,46,2028,3936.0
Machine 4,46,2029,3936.0
Machine 4,46,2030,3936.0
Machine 4,46,2031,3936.0
Machine 4,46,2032,3936.0
Machine 5,46,2025,5131.0
Machine 5,46,2026,4604.0
Machine 5,46,2027,4032.0
Machine 5,46,2028,4032.0
Machine 5,46,2029,4032.0
Machine 5,46,2030,4032.0
Machine 5,46,2031,4032.0
Machine 5,46,2032,4032.0
Machine 1,47,2025,8520.0
Machine 1,47,2026,8520.0
Machine 1,47,2027,8520.0
Machine 1,47,2028,8520.0
Machine 1,47,2029,8520.0
Machine 1,47,2030,8520.0
Machine 1,47,2031,8520.0
Machine 1,47,2032,8520.0
Machine 2,47,2025,8520.0
Machine 2,47,2026,8520.0
Machine 2,47,2027,8483.0
Machine 2,47,2028,8507.0
Machine 2,47,2029,8483.0
Machine 2,47,2030,8483.0
Machine 2,47,2031,8483.0
Machine 2,47,2032,8507.0
Machine 3,47,2025,8520.0
Machine 3,47,2026,8520.0
Machine 3,47,2027,8483.0
Machine 3,47,2028,8507.0
Machine 3,47,2029,6509.0
Machine 3,47,2030,6509.0
Machine 3,47,2031,6509.0
Machine 3,47,2032,6509.0
Machine 4,47,2025,4852.0
Machine 4,47,2026,3952.0
Machine 4,47,2027,3912.0
Machine 4,47,2028,3936.0
Machine 4,47,2029,3936.0
Machine 4,47,2030,3936.0
Machine 4,47,2031,3936.0
Machine 4,47,2032,3936.0
Machine 5,47,2025,5131.0
Machine 5,47,2026,4604.0
Machine 5,47,2027,4032.0
Machine 5,47,2028,4032.0
Machine 5,47,2029,4032.0
Machine 5,47,2030,4032.0
Machine 5,47,2031,4032.0
Machine 5,47,2032,4032.0
Machine 1,48,2025,8520.0
Machine 1,48,2026,8520.0
Machine 1,48,2027,8520.0
Machine 1,48,2028,8520.0
Machine 1,48,2029,8520.0
Machine 1,48,2030,8520.0
Machine 1,48,2031,8520.0
Machine 1,48,2032,8520.0
Machine 2,48,2025,8520.0
Machine 2,48,2026,8520.0
Machine 2,48,2027,8483.0
Machine 2,48,2028,8507.0
Machine 2,48,2029,8483.0
Machine 2,48,2030,8483.0
Machine 2,48,2031,8483.0
Machine 2,48,2032,8507.0
Machine 3,48,2025,8520.0
Machine 3,48,2026,8520.0
Machine 3,48,2027,8483.0
Machine 3,48,2028,8507.0
Machine 3,48,2029,6509.0
Machine 3,48,2030,6509.0
Machine 3,48,2031,6509.0
Machine 3,48,2032,6509.0
Machine 4,48,2025,4852.0
Machine 4,48,2026,3952.0
Machine 4,48,2027,3912.0
Machine 4,48,2028,3936.0
Machine 4,48,2029,3936.0
Machine 4,48,2030,3936.0
Machine 4,48,2031,3936.0
Machine 4,48,2032,3936.0
Machine 5,48,2025,5131.0
Machine 5,48,2026,4604.0
Machine 5,48,2027,4032.0
Machine 5,48,2028,4032.0
Machine 5,48,2029,4032.0
Machine 5,48,2030,4032.0
Machine 5,48,2031,4032.0
Machine 5,48,2032,4032.0
Machine 1,49,2025,8520.0
Machine 1,49,2026,8520.0
Machine 1,49,2027,8520.0
Machine 1,49,2028,8520.0
Machine 1,49,2029,8520.0
Machine 1,49,2030,8520.0
Machine 1,49,2031,8520.0
Machine 1,49,2032,8520.0
Machine 2,49,2025,8520.0
Machine 2,49,2026,8520.0
Machine 2,49,2027,8483.0
Machine 2,49,2028,8507.0
Machine 2,49,2029,8483.0
Machine 2,49,2030,8483.0
Machine 2,49,2031,8483.0
Machine 2,49,2032,8507.0
Machine 3,49,2025,8520.0
Machine 3,49,2026,8520.0
Machine 3,49,2027,8483.0
Machine 3,49,2028,8507.0
Machine 3,49,2029,6509.0
Machine 3,49,2030,6509.0
Machine 3,49,2031,6509.0
Machine 3,49,2032,6509.0
Machine 4,49,2025,4852.0
Machine 4,49,2026,3952.0
Machine 4,49,2027,3912.0
Machine 4,49,2028,3936.0
Machine 4,49,2029,3936.0
Machine 4,49,2030,3936.0
Machine 4,49,2031,3936.0
Machine 4,49,2032,3936.0
Machine 5,49,2025,5131.0
Machine 5,49,2026,4604.0
Machine 5,49,2027,4032.0
Machine 5,49,2028,4032.0
Machine 5,49,2029,4032.0
Machine 5,49,2030,4032.0
Machine 5,49,2031,4032.0
Machine 5,49,2032,4032.0
