analysis,analysis_name,analysis_task_index,run_id,established_products,launch_products,decline_products,net_revenue,availability,probability_launch,n_scenarios_sampled,seed,capacity_seed,evaluation_include_no_launch,solver_threads,time_limit_multi,time_limit_single,time_limit_long,time_limit_evaluation,multi_profit,single_profit,long_profit,n_arcs_multi,n_arcs_single,n_arcs_long,multi_machines,single_machines,n_machines_long,VMPSP,VMPLC,percent_vmpsp,percent_vmplc,planning_scenarios,evaluation_scenarios,status,runtime_seconds,error_type,error_message
2,Launch products vs net revenue,19,20,3,1,0,1000,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,813640.0860722472,698190.0743243392,637026.7410431207,14,9,8,8,5,4,115450.01174790808,176613.3450291265,16.535613437305415,27.724635976807672,40,81,success,359.4618803539779,,
2,Launch products vs net revenue,20,21,2,2,0,100,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,22539.585626560005,22539.585626560005,-21776.6127642141,2,2,8,2,2,4,0.0,44316.19839077411,0.0,0.0,40,81,success,4.85472614702303,,
2,Launch products vs net revenue,21,22,2,2,0,200,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,66573.63142032015,58807.33316508097,39903.098295493706,8,2,8,5,2,4,7766.298255239177,26670.53312482644,13.20634321817998,66.83825132405413,40,81,success,305.5604863630142,,
2,Launch products vs net revenue,22,23,2,2,0,300,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,148181.2427051444,103006.888612457,101582.809355201,9,8,8,6,5,4,45174.3540926874,46598.4333499434,43.85566315146839,45.872361323464006,40,81,success,390.8986767180031,,
2,Launch products vs net revenue,23,24,2,2,0,400,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,237497.36005413847,175782.65307657773,163262.52041490932,9,8,8,6,5,4,61714.7069775608,74234.8396392292,35.10853084614412,45.46961510245679,40,81,success,394.50866898102686,,
2,Launch products vs net revenue,24,25,2,2,0,500,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,327389.22459377453,248939.932947946,224942.2314746172,11,8,8,6,5,4,78449.29164582855,102446.99311915733,31.513341679188333,45.54369023885032,40,81,success,483.5877700039418,,
2,Launch products vs net revenue,25,26,2,2,0,600,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,418313.629349157,324542.58035571664,286621.9425343239,11,9,8,7,6,4,93771.04899344034,131691.68681483308,28.893296186485635,45.94612877521147,40,81,success,483.7362549100071,,
2,Launch products vs net revenue,26,27,2,2,0,700,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,512483.7038870432,403300.5237503704,348301.6535940314,12,9,8,7,6,4,109183.1801366728,164182.05029301177,27.072412185671634,47.13788998670009,40,81,success,483.4828487090999,,
2,Launch products vs net revenue,27,28,2,2,0,800,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,609438.321762554,482227.6304414534,409981.3646537405,13,9,8,8,6,4,127210.69132110056,199456.95710881345,26.379801423789434,48.650249573482334,40,81,success,483.6074933030177,,
2,Launch products vs net revenue,28,29,2,2,0,900,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,707172.8863311571,561051.7879360379,471661.07571344805,13,9,8,8,6,4,146121.0983951192,235511.810617709,26.0441373750292,49.93242451933671,40,81,success,483.4621856058948,,
2,Launch products vs net revenue,29,30,2,2,0,1000,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,804774.8553674987,639686.1821233927,533340.7867731564,13,9,8,8,6,4,165088.673244106,271434.0685943424,25.80775978247739,50.89317661913418,40,81,success,483.6318122769008,,
2,Launch products vs net revenue,30,31,1,3,0,100,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,11284.417374287486,11284.417374287486,-55576.95797196152,1,1,8,1,1,4,0.0,66861.375346249,0.0,0.0,40,81,success,4.216032224940136,,
2,Launch products vs net revenue,31,32,1,3,0,200,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,40883.73263340758,29432.915704555453,-1697.5921200011217,8,1,8,5,1,4,11450.816928852124,42581.3247534087,38.904799795556215,0.0,40,81,success,304.25321590097155,,
2,Launch products vs net revenue,32,33,1,3,0,300,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,128521.82802858594,54722.0122114167,52181.77373195914,9,7,8,6,5,4,73799.81581716923,76340.0542966268,134.8631251571051,146.29639591931257,40,81,success,483.6119670979679,,
2,Launch products vs net revenue,33,34,1,3,0,400,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,218486.85407066825,126068.61032438496,106061.13958391966,10,9,8,6,6,4,92418.24374628326,112425.71448674856,73.30789441438552,106.00085472190597,40,81,success,483.58580262202304,,
2,Launch products vs net revenue,34,35,1,3,0,500,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,313012.92348197085,200974.1192539901,159940.50543588022,12,9,8,7,6,4,112038.80422798076,153072.41804609064,55.7478767136114,95.705848639735,40,81,success,483.6954556800192,,
2,Launch products vs net revenue,35,36,1,3,0,600,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,409067.52862083074,276098.9343638864,213819.8712878402,12,9,8,7,6,4,132968.59425694437,195247.65733299052,48.15976365982549,91.31408421350696,40,81,success,483.50164455000777,,
2,Launch products vs net revenue,36,37,1,3,0,700,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,505557.2126962873,351168.4061051357,267699.23713980225,13,9,8,7,6,4,154388.80659115163,237857.97555648503,43.96432136464162,88.85269083985735,40,81,success,483.601101434906,,
2,Launch products vs net revenue,37,38,1,3,0,800,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,601550.1019873471,426043.2690418852,321578.60299176123,13,9,8,7,6,4,175506.83294546197,279971.4989955859,41.19460291912452,87.06160683295172,40,81,success,483.84213021595497,,
2,Launch products vs net revenue,38,39,1,3,0,900,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,700345.288656735,501352.72596959176,375457.9688437215,13,9,8,8,6,4,198992.5626871432,324887.3198130135,39.69113009255136,86.53094268142775,40,81,success,483.6533577959053,,
2,Launch products vs net revenue,39,40,1,3,0,1000,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,799415.200729865,576356.6059297029,429337.3346956824,13,9,8,8,6,4,223058.59480016213,370077.86603418266,38.70149010270356,86.19745736682712,40,81,success,483.6192800269928,,
2,Launch products vs net revenue,40,41,0,4,0,100,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,-0.0,-0.0,-89378.53519157734,0,0,8,0,0,4,0.0,0.0,0.0,0.0,40,81,success,3.86085787799675,,
2,Launch products vs net revenue,41,42,0,4,0,200,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,15535.078829189732,-0.0,-43300.74655923269,9,0,8,6,0,4,0.0,58835.825388422425,0.0,0.0,40,81,success,303.7571487559471,,
2,Launch products vs net revenue,42,43,0,4,0,300,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,103552.869516816,6578.188625384908,2777.042073111632,9,4,8,6,4,4,96974.68089143108,100775.82744370436,1474.185165764486,3628.890913085325,40,81,success,483.5942488020519,,
2,Launch products vs net revenue,43,44,0,4,0,400,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,199587.1349155448,74629.51379954864,48854.83070545652,10,9,8,7,6,4,124957.62111599615,150732.30421008827,167.43727079828824,308.5310132765504,40,81,success,483.68894334998913,,
2,Launch products vs net revenue,44,45,0,4,0,500,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,296098.3444785885,144300.3131144133,94932.61933780118,12,10,8,7,7,4,151798.03136417526,201165.72514078737,105.19591266847574,211.9036918437636,40,81,success,483.5621953199152,,
2,Launch products vs net revenue,45,46,0,4,0,600,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,393205.2423465918,219657.28109099675,141010.40797014517,12,10,8,7,7,4,173547.96125559503,252194.8343764466,79.00851744755042,178.848382900815,40,81,success,484.72719458292704,,
2,Launch products vs net revenue,46,47,0,4,0,700,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,490424.6213912688,295258.42651833186,187088.1966024901,13,10,8,7,7,4,195166.19487293693,303336.4247887787,66.1001269885246,162.13552233510674,40,81,success,483.7609671819955,,
2,Launch products vs net revenue,47,48,0,4,0,800,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,587268.3846827452,370718.1260767556,233165.98523483492,12,10,8,8,7,4,216550.25860598963,354102.39944791025,58.41372281892519,151.8670912016919,40,81,success,483.6115380040137,,
2,Launch products vs net revenue,48,49,0,4,0,900,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,687299.1080725046,446227.8804892227,279243.77386717865,12,10,8,8,7,4,241071.22758328196,408055.334205326,54.02424145236802,146.12871347291565,40,81,success,483.66746727202553,,
2,Launch products vs net revenue,49,50,0,4,0,1000,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,787408.2700921564,521538.2319477097,325321.56249952427,12,10,8,8,7,4,265870.0381444467,462086.7075926321,50.97805335412174,142.0399877715784,40,81,success,483.5039662019117,,
